ESTATUS	ANIO	MES	TIPO	FRACCION	UMED	PAIS_O_D	ADUANA	MTRA	CANTIDAD	VAL_MNX	VAL_USD
Cifras Revisadas	2021	11	Importación	8302109900	Kg	BIH	52	4	16.28	10904	526.23
Cifras Revisadas	2021	11	Importación	8302109900	Kg	AUT	40	7	2964.185	594102	28713.99
Cifras Revisadas	2021	11	Importación	8302109900	Kg	AUT	39	7	300.6	103873	5053.02
Cifras Revisadas	2021	11	Importación	8302109900	Kg	AUT	24	7	21	6817	318.02
Cifras Revisadas	2021	11	Importación	8302300100	Kg	USA	73	7	19.6	5322	255.11
Cifras Revisadas	2021	11	Importación	8302300100	Kg	VNM	7	7	348.44	80553	3870.81
Cifras Revisadas	2021	11	Importación	8302300100	Kg	CZE	7	7	3964.55	199198	9572.8
Cifras Revisadas	2021	11	Importación	8302300100	Kg	FIN	24	7	3.39	13093	640.76
Cifras Revisadas	2021	11	Importación	8302300100	Kg	IND	51	1	7	13953	681.52
Cifras Revisadas	2021	11	Importación	8302300100	Kg	IND	30	7	6	5053	246.41
Cifras Revisadas	2021	11	Importación	8302300100	Kg	ITA	19	7	88.928	58418	2854.5
Cifras Revisadas	2021	11	Importación	8302300100	Kg	JPN	7	7	160.64	87420	4286.52
Cifras Revisadas	2021	11	Importación	8302300100	Kg	SRB	43	1	9.75	1509	71.14
Cifras Revisadas	2021	11	Importación	8302300100	Kg	SVN	81	1	493.54	239653	11459.65
Cifras Revisadas	2021	11	Importación	8302300100	Kg	TUR	47	4	170.559	176983	8706.13
Cifras Revisadas	2021	11	Importación	8302300100	Kg	USA	34	7	96.9	13470	651.64
Cifras Revisadas	2021	11	Importación	8302300100	Kg	USA	44	7	1059.315	500409	23948.77
Cifras Revisadas	2021	11	Importación	8302410602	Kg	CHN	51	1	85316.86	8325012	405332.97
Cifras Revisadas	2021	11	Importación	8302410603	Kg	DEU	43	1	116.42	16626	823.74
Cifras Revisadas	2021	11	Importación	8302410603	Kg	HUN	43	1	7	2959	146.6
Cifras Revisadas	2021	11	Importación	8302410603	Kg	USA	40	7	728.556	727975	34549.21
Cifras Revisadas	2021	11	Importación	8302410699	Kg	USA	39	7	298.782	104140	5075.4
Cifras Revisadas	2021	11	Importación	8302410699	Kg	TWN	80	7	20.745	8251	386.25
Cifras Revisadas	2021	11	Importación	8302410699	Kg	TUR	24	7	5.616	2315	112.47
Cifras Revisadas	2021	11	Importación	8302410699	Kg	CHN	40	7	15467.878	1278564	61066.64
Cifras Revisadas	2021	11	Importación	8302410699	Kg	CHN	73	7	347.924	74353	3563.2
Cifras Revisadas	2021	11	Importación	8302410699	Kg	CHN	7	7	41209.668	3770313	180219.75
Cifras Revisadas	2021	11	Importación	8302410699	Kg	ITA	81	1	7259.902	590989	29082.82
Cifras Revisadas	2021	11	Importación	8302410699	Kg	IND	24	7	3256.88	307019	14789.26
Cifras Revisadas	2021	11	Importación	8302410699	Kg	CHE	47	4	19.96	23704	1155.65
Cifras Revisadas	2021	11	Importación	8302410699	Kg	CAN	19	7	150	718	34.7
Cifras Revisadas	2021	11	Importación	8302420301	Kg	CHN	24	7	22.174	14349	699.15
Cifras Revisadas	2021	11	Importación	8302420301	Kg	TWN	44	7	4	3121	145.6
Cifras Revisadas	2021	11	Importación	8302420302	Kg	CAN	24	7	41012.701	6973646	335014.94
Cifras Revisadas	2021	11	Importación	8302420303	Kg	CHN	30	7	105614.86	4333665	209869.6
Cifras Revisadas	2021	11	Importación	8302420303	Kg	USA	24	7	1455.618	822353	39618.5
Cifras Revisadas	2021	11	Importación	8302420303	Kg	DEU	23	7	65.99	75654	3675.97
Cifras Revisadas	2021	11	Importación	8302420303	Kg	CHN	7	7	1432.487	394134	19212.74
Cifras Revisadas	2021	11	Importación	8302420303	Kg	CHN	47	4	60.184	32835	1571.09
Cifras Revisadas	2021	11	Importación	8302420399	Kg	TWN	80	7	70.39	45992	2243.51
Cifras Revisadas	2021	11	Importación	8302420399	Kg	TWN	40	7	36486.337	2269994	110140.04
Cifras Revisadas	2021	11	Importación	8302420399	Kg	TUR	47	4	0.025	8	0.39
Cifras Revisadas	2021	11	Importación	8302420399	Kg	ECU	40	7	4.67	13250	630.84
Cifras Revisadas	2021	11	Importación	8302420399	Kg	DEU	24	7	73.251	63659	3107.47
Cifras Revisadas	2021	11	Importación	8302420399	Kg	CHN	73	7	119.21	8097	388.88
Cifras Revisadas	2021	11	Importación	8302420399	Kg	CHN	30	7	125771.954	10023565	480956.9
Cifras Revisadas	2021	11	Importación	8302420399	Kg	CHN	18	1	852.7	110529	5449.26
Cifras Revisadas	2021	11	Importación	8302500100	Kg	USA	19	7	1088.578	923262	43972.94
Cifras Revisadas	2021	11	Importación	8302500100	Kg	KOR	30	7	30.394	11161	539.4
Cifras Revisadas	2021	11	Importación	8302500100	Kg	KOR	40	7	0.098	1087	52.53
Cifras Revisadas	2021	11	Importación	8302500100	Kg	LTU	24	7	28.359	5131	242.98
Cifras Revisadas	2021	11	Importación	8302500100	Kg	NZL	48	4	3.5	30413	1481.41
Cifras Revisadas	2021	11	Importación	8302500100	Kg	PRI	23	7	0.227	2552	124.31
Cifras Revisadas	2021	11	Importación	8302500100	Kg	RUS	48	4	32.368	23948	1178.22
Cifras Revisadas	2021	11	Importación	8302500100	Kg	SVN	12	4	1.198	2370	111.74
Cifras Revisadas	2021	11	Importación	8302500100	Kg	SWE	30	7	4	1574	76.62
Cifras Revisadas	2021	11	Importación	8302500100	Kg	THA	16	1	233	31016	1489.13
Cifras Revisadas	2021	11	Importación	8302500100	Kg	USA	28	1	424.796	135825	6526.28
Cifras Revisadas	2021	11	Importación	8302500100	Kg	USA	17	7	2499.007	245293	11907.57
Cifras Revisadas	2021	11	Importación	8302600100	Kg	ITA	24	7	1064.7	480236	23028.33
Cifras Revisadas	2021	11	Importación	8304000300	Kg	IND	73	7	2	354	17
Cifras Revisadas	2021	11	Importación	8304000300	Kg	CHN	73	7	62.09	13250	642.36
Cifras Revisadas	2021	11	Importación	8304000300	Kg	KOR	28	4	8.33	14479	717.18
Cifras Revisadas	2021	11	Importación	8305100100	Kg	CHN	51	1	8495.7	489810	24253.9
Cifras Revisadas	2021	11	Importación	8305200100	Kg	CHN	47	4	0.2	313	15.02
Cifras Revisadas	2021	11	Importación	8305200100	Kg	USA	40	7	9043.714	574022	27744.3
Cifras Revisadas	2021	11	Importación	8305200100	Kg	USA	30	7	658.828	438269	21369.28
Cifras Revisadas	2021	11	Importación	8305200100	Kg	USA	23	7	899.935	52899	2555.07
Cifras Revisadas	2021	11	Importación	8305200100	Kg	DEU	40	7	4.99	806	39.37
Cifras Revisadas	2021	11	Importación	8305200100	Kg	JPN	24	7	117.49	66140	3168.18
Cifras Revisadas	2021	11	Importación	8305200100	Kg	MYS	23	7	1.198	109	5.29
Cifras Revisadas	2021	11	Importación	8305200100	Kg	OMN	17	7	13.608	8398	403.2
Cifras Revisadas	2021	11	Importación	8305200100	Kg	SWE	23	7	16.233	3566	174.03
Cifras Revisadas	2021	11	Importación	8305200100	Kg	USA	19	7	734.981	134261	6594.14
Cifras Revisadas	2021	11	Importación	8305900100	Kg	USA	23	7	3.09	22186	1035
Cifras Revisadas	2021	11	Importación	8305900100	Kg	USA	19	7	845.4	70329	3401.29
Cifras Revisadas	2021	11	Importación	8305900100	Kg	CHN	30	7	74.3	18606	903.54
Cifras Revisadas	2021	11	Importación	8305900100	Kg	USA	73	7	2.4	64	3.07
Cifras Revisadas	2021	11	Importación	8306100100	Pza	DEU	24	7	1	14626	712.43
Cifras Revisadas	2021	11	Importación	8306210100	Pza	VNM	24	7	10	1235	60.35
Cifras Revisadas	2021	11	Importación	8306210100	Pza	IND	40	7	3	1906	92.94
Cifras Revisadas	2021	11	Importación	8306210100	Pza	IDN	11	1	30	713	35.08
Cifras Revisadas	2021	11	Importación	8306210100	Pza	IND	47	4	160	8543	410.03
Cifras Revisadas	2021	11	Importación	8306299900	Pza	CHN	33	7	6533	57988	2771.91
Cifras Revisadas	2021	11	Importación	8306299900	Pza	IDN	40	7	2	8179	402.38
Cifras Revisadas	2021	11	Importación	8306300100	Pza	CHN	51	1	13032	1097639	53509.96
Cifras Revisadas	2021	11	Exportación	8471600403	Pza	USA	23	7	280	175620	8556.03
Cifras Revisadas	2021	11	Exportación	8471600499	Pza	USA	40	7	107	461776	22228.14
Cifras Revisadas	2021	11	Exportación	8471600499	Pza	GTM	37	7	2445	181941	8339.06
Cifras Revisadas	2021	11	Exportación	8471700100	Pza	SVN	48	4	10	4774475	234889.18
Cifras Revisadas	2021	11	Exportación	8471700100	Pza	USA	30	7	450	84817	4038.34
Cifras Revisadas	2021	11	Exportación	8471700100	Pza	ZYA	47	4	7	60573	2959.86
Cifras Revisadas	2021	11	Exportación	8471700100	Pza	SVK	48	4	21	3739104	183952.18
Cifras Revisadas	2021	11	Exportación	8471700100	Pza	SRB	47	4	7	263545	12571.79
Cifras Revisadas	2021	11	Exportación	8471700100	Pza	DNK	48	4	91	41857813	2059230.54
Cifras Revisadas	2021	11	Exportación	8471700100	Pza	SGP	52	4	208	1313690	62807.46
Cifras Revisadas	2021	11	Exportación	8471700100	Pza	ARE	48	4	14	6528753	321194.16
Cifras Revisadas	2021	11	Exportación	8471700100	Pza	CAN	52	4	1	581	28.33
Cifras Revisadas	2021	11	Exportación	8471700100	Pza	CHL	48	4	7	10047224	494291.88
Cifras Revisadas	2021	11	Exportación	8477900499	Pza	USA	19	7	101	3723046	178442.18
Cifras Revisadas	2021	11	Exportación	8477900499	Pza	JPN	24	7	6	124	5.99
Cifras Revisadas	2021	11	Exportación	8477900499	Pza	DEU	81	1	4	238145	11600.02
Cifras Revisadas	2021	11	Exportación	8479500100	Pza	BRA	47	4	1	41859	1996.78
Cifras Revisadas	2021	11	Exportación	8479500100	Pza	USA	48	4	10	2017081	98548.87
Cifras Revisadas	2021	11	Exportación	8479890400	Pza	SLV	37	7	4	27438	1280.02
Cifras Revisadas	2021	11	Exportación	8479890600	Pza	HND	37	7	2	12364	602.91
Cifras Revisadas	2021	11	Exportación	8479892600	Pza	DEU	11	1	524	1676790	82225.82
Cifras Revisadas	2021	11	Exportación	8479899901	Pza	CAN	24	7	1	493794	23699.99
Cifras Revisadas	2021	11	Exportación	8479899902	Pza	ITA	81	1	1	1925688	92424.74
Cifras Revisadas	2021	11	Exportación	8479899902	Pza	BRA	52	4	15	17580	864.92
Cifras Revisadas	2021	11	Exportación	8479899903	Pza	USA	30	7	6	136310	6667.14
Cifras Revisadas	2021	11	Exportación	8479899903	Pza	CAN	52	4	1	610	30.01
Cifras Revisadas	2021	11	Exportación	8479899905	Pza	USA	7	7	6	523023	25190.39
Cifras Revisadas	2021	11	Exportación	8479899908	Pza	USA	24	7	131	3218580	156399.17
Cifras Revisadas	2021	11	Exportación	8479899999	Pza	USA	44	7	11	728654	34344.98
Cifras Revisadas	2021	11	Exportación	8479899999	Pza	USA	80	7	68743	131637492	6346606.44
Cifras Revisadas	2021	11	Exportación	8479899999	Pza	DEU	48	4	1	762994	36620.43
Cifras Revisadas	2021	11	Exportación	8479899999	Pza	CRI	47	4	4	10522	514.52
Cifras Revisadas	2021	11	Exportación	8479901802	Kg	ARG	47	4	1	577	27.79
Cifras Revisadas	2021	11	Exportación	8479901899	Kg	ARG	64	4	14.96	267675	12849.32
Cifras Revisadas	2021	11	Exportación	8479901899	Kg	RUS	47	4	367.774	1103102	52501.38
Cifras Revisadas	2021	11	Exportación	8479901899	Kg	SAU	81	1	12667.313	10382334	506760.91
Cifras Revisadas	2021	11	Exportación	8479901899	Kg	SWE	52	4	0.37	3156	148.79
Cifras Revisadas	2021	11	Exportación	8479901899	Kg	USA	48	4	817.486	1470812	70896.7
Cifras Revisadas	2021	11	Exportación	8480410299	Kg	USA	7	7	1509	510555	24869.97
Cifras Revisadas	2021	11	Exportación	8480710301	Kg	USA	19	7	155	214895	10350.01
Cifras Revisadas	2021	11	Exportación	8480799999	Kg	USA	64	4	0.163	5392	258.88
Cifras Revisadas	2021	11	Exportación	8481100100	Kg	USA	40	7	9199.242	1516415	74570.61
Cifras Revisadas	2021	11	Exportación	8481109901	Kg	HND	37	7	12.52	4104	191.61
Cifras Revisadas	2021	11	Exportación	8481109999	Kg	ECU	48	4	8	40141	1940
Cifras Revisadas	2021	11	Exportación	8481109999	Kg	NIC	47	4	7.996	29788	1452.56
Cifras Revisadas	2021	11	Exportación	8481409999	Kg	USA	24	7	357825.076	34024091	1644444.87
Cifras Revisadas	2021	11	Exportación	8481409999	Kg	USA	44	7	621.4	312603	15085.74
Cifras Revisadas	2021	11	Exportación	8481800200	Kg	CAN	52	4	20.5	9135	449.41
Cifras Revisadas	2021	11	Exportación	8481800200	Kg	DEU	81	1	107.346	83325	4000.57
Cifras Revisadas	2021	11	Exportación	8481800400	Kg	PAK	16	1	181	44848	2061.76
Cifras Revisadas	2021	11	Exportación	8481800400	Kg	ECU	16	1	5076.245	1693787	83495.77
Cifras Revisadas	2021	11	Exportación	8481800400	Kg	CHL	16	1	7772	992606	47806.94
Cifras Revisadas	2021	11	Exportación	8481800700	Kg	GUY	47	4	0.26	3157	153.95
Cifras Revisadas	2021	11	Exportación	8481800700	Kg	COL	51	1	86.918	15982	775.95
Cifras Revisadas	2021	11	Exportación	8481800700	Kg	USA	23	7	64.254	44492	2156.43
Cifras Revisadas	2021	11	Exportación	8481800900	Kg	USA	65	4	3.4	442157	21200.01
Cifras Revisadas	2021	11	Exportación	8481800900	Kg	USA	24	7	16.32	14402	699.98
Cifras Revisadas	2021	11	Exportación	8481801200	Kg	USA	17	7	37085.188	12257399	590723.6
Cifras Revisadas	2021	11	Exportación	8481801800	Kg	POL	48	4	40	20408	997.21
Cifras Revisadas	2021	11	Exportación	8481801800	Kg	CAN	24	7	285	500350	23908.21
Cifras Revisadas	2021	11	Exportación	8481801800	Kg	CHL	16	1	5464.117	2216245	105929.92
Cifras Revisadas	2021	11	Exportación	8481801900	Kg	USA	24	7	4957.647	2759781	130507.07
Cifras Revisadas	2021	11	Exportación	8481801900	Kg	NIC	37	7	1365.9	394957	19160.41
Cifras Revisadas	2021	11	Exportación	8481801900	Kg	ARG	43	1	34.56	6033	276.51
Cifras Revisadas	2021	11	Exportación	8481802000	Kg	GTM	37	7	440.55	560970	26933.07
Cifras Revisadas	2021	11	Exportación	8481802000	Kg	ITA	81	1	418	321591	15434.99
Cifras Revisadas	2021	11	Exportación	8481802100	Kg	SGP	30	7	1.598	1383	66.3
Cifras Revisadas	2021	11	Exportación	8481802100	Kg	PAN	37	7	19.14	6134	299.73
Cifras Revisadas	2021	11	Exportación	8481802100	Kg	GTM	37	7	1186.988	323991	15573.44
Cifras Revisadas	2021	11	Exportación	8481802100	Kg	USA	27	6	6	2051	99.9
Cifras Revisadas	2021	11	Exportación	8481802200	Kg	BRA	43	1	4819.68	3951618	191543.99
Cifras Revisadas	2021	11	Exportación	8481802200	Kg	AUS	16	1	578	1016550	48960.16
Cifras Revisadas	2021	11	Exportación	8481802200	Kg	DOM	47	4	6.282	47431	2291
Cifras Revisadas	2021	11	Exportación	8481802200	Kg	DEU	43	1	118.6	113053	5562.13
Cifras Revisadas	2021	11	Exportación	8481802200	Kg	COL	43	1	9.12	1463	71.26
Cifras Revisadas	2021	11	Exportación	8482109999	Kg	USA	40	7	27428.904	11348751	546893.87
Cifras Revisadas	2021	11	Exportación	8482109999	Kg	USA	7	7	2398.467	720982	34856.2
Cifras Revisadas	2021	11	Exportación	8482109999	Kg	PAN	51	1	71.13	6751	327.33
Cifras Revisadas	2021	11	Exportación	8482109999	Kg	HND	37	7	708.955	119084	5688.38
Cifras Revisadas	2021	11	Exportación	8482109999	Kg	FRA	47	4	1.75	36310	1664.18
Cifras Revisadas	2021	11	Exportación	8482109999	Kg	GUY	47	4	0.148	153	7.46
Cifras Revisadas	2021	11	Exportación	8482209900	Kg	USA	80	7	30.896	21493	1050.03
Cifras Revisadas	2021	11	Exportación	8482209900	Kg	IND	47	4	168.2	34777	1693.98
Cifras Revisadas	2021	11	Exportación	8482209900	Kg	DEU	47	4	1939.8	701792	34283.59
Cifras Revisadas	2021	11	Exportación	8482400100	Kg	BRA	81	1	29.056	50706	2324.29
Cifras Revisadas	2021	11	Exportación	8482400100	Kg	DOM	48	4	23.3	45763	2235.59
Cifras Revisadas	2021	11	Exportación	8482400100	Kg	CHL	47	4	1	1593	75.99
Cifras Revisadas	2021	11	Exportación	8482400100	Kg	USA	30	7	41170.002	11141449	537885.27
Cifras Revisadas	2021	11	Exportación	8482400100	Kg	USA	24	7	75188.561	22767022	1098390.3
Cifras Revisadas	2021	11	Exportación	8482500100	Kg	GTM	47	4	2.657	19482	935.31
Cifras Revisadas	2021	11	Exportación	8482500100	Kg	BOL	47	4	1.154	2157	106.34
Cifras Revisadas	2021	11	Exportación	8482800100	Kg	USA	7	7	6.114	583	28.48
Cifras Revisadas	2021	11	Exportación	8482800100	Kg	USA	30	7	0.5	1655	79.99
Cifras Revisadas	2021	11	Exportación	8482910299	Kg	BEL	43	1	2.24	863	42.55
Cifras Revisadas	2021	11	Exportación	8482999902	Kg	URY	43	1	9	3304	158.39
Cifras Revisadas	2021	11	Exportación	8482999999	Kg	USA	17	7	18.03	16316	802.7
Cifras Revisadas	2021	11	Exportación	8482999999	Kg	USA	19	7	4	31914	1534.93
Cifras Revisadas	2021	11	Exportación	8482999999	Kg	USA	39	7	103.361	440216	21339.91
Cifras Revisadas	2021	11	Exportación	8483100801	Kg	PAN	47	4	0.565	11824	562.05
Cifras Revisadas	2021	11	Exportación	8483100801	Kg	SLV	37	7	3.36	13646	658.23
Cifras Revisadas	2021	11	Exportación	8483100801	Kg	CAN	23	7	600.68	27188	1333.24
Cifras Revisadas	2021	11	Exportación	8483100801	Kg	CAN	30	7	1.836	1274	60.86
Cifras Revisadas	2021	11	Exportación	8483100801	Kg	HND	37	7	0.811	80	3.91
Cifras Revisadas	2021	11	Exportación	8483100802	Kg	CAN	24	6	38377.633	10356848	498573.63
Cifras Revisadas	2021	11	Exportación	8483100803	Kg	USA	7	7	31.644	9833	470.68
Cifras Revisadas	2021	11	Exportación	8483100803	Kg	PAN	43	1	0.08	5047	235.45
Cifras Revisadas	2021	11	Exportación	8483100803	Kg	CAN	52	4	6.7	1907	92.99
Cifras Revisadas	2021	11	Exportación	8483100803	Kg	COL	47	7	20	41455	1899.99
Cifras Revisadas	2021	11	Exportación	8483100806	Kg	CAN	65	4	1.297	9809	473.83
Cifras Revisadas	2021	11	Exportación	8483100899	Kg	USA	7	7	354.158	320049	15456.05
Cifras Revisadas	2021	11	Exportación	8483100899	Kg	CHE	19	7	7.5	4816	235.27
Cifras Revisadas	2021	11	Exportación	8483200100	Kg	AUS	16	1	20	3126	152.75
Cifras Revisadas	2021	11	Exportación	8483609900	Kg	JAM	47	4	0.096	2063	99.14
Cifras Revisadas	2021	11	Exportación	8483609900	Kg	USA	40	7	5510.614	1246660	60173.37
Cifras Revisadas	2021	11	Exportación	8483609900	Kg	VEN	47	4	1.346	3758	172.24
Cifras Revisadas	2021	11	Exportación	8483609900	Kg	JAM	52	4	0.2	24008	1120
Cifras Revisadas	2021	11	Exportación	8483900301	Kg	USA	40	7	102.24	170933	8350.33
Cifras Revisadas	2021	11	Exportación	8483900302	Kg	USA	7	7	4849.21	738477	35436.77
Cifras Revisadas	2021	11	Exportación	8483900302	Kg	USA	52	4	3	541	26.48
Cifras Revisadas	2021	11	Exportación	8483900399	Kg	SLV	16	1	4.559	904	43.34
Cifras Revisadas	2021	11	Exportación	8483900399	Kg	BRA	52	4	39.04	20770	1024
Cifras Revisadas	2021	11	Exportación	8483900399	Kg	CUB	28	1	29.801	2869	138.26
Cifras Revisadas	2021	11	Exportación	8484100100	Kg	FRA	47	4	260.26	467713	22700.98
Cifras Revisadas	2021	11	Exportación	8484100100	Kg	HND	47	4	7	10671	519.78
Cifras Revisadas	2021	11	Exportación	8484100100	Kg	DOM	43	1	62.89	6315	307.6
Cifras Revisadas	2021	11	Exportación	8484100100	Kg	BRA	64	4	25	118502	5789
Cifras Revisadas	2021	11	Exportación	8484100100	Kg	PRI	48	4	4.064	396	19.29
Cifras Revisadas	2021	11	Exportación	8484100100	Kg	CHL	47	4	569.803	310191	14821.57
Cifras Revisadas	2021	11	Exportación	8484200100	Kg	GBR	65	4	5723.1	2426174	117456.54
Cifras Revisadas	2021	11	Exportación	8484200100	Kg	USA	17	7	95.969	196230	9550.45
Cifras Revisadas	2021	11	Exportación	8484200100	Kg	COL	43	1	0.2	816	39.12
Cifras Revisadas	2021	11	Exportación	8484909901	Kg	GTM	37	7	8.37	1352	64.81
Cifras Revisadas	2021	11	Exportación	8484909999	Kg	PER	16	1	3.23	16441	801.72
Cifras Revisadas	2021	11	Exportación	8484909999	Kg	SLV	37	7	27.02	58127	2809.35
Cifras Revisadas	2021	11	Exportación	8484909999	Kg	BOL	47	4	1115.422	127883	6036.94
Cifras Revisadas	2021	11	Exportación	8484909999	Kg	CUB	43	1	14.92	234928	11314.86
Cifras Revisadas	2021	11	Exportación	8487900300	Kg	USA	24	7	1.315	29469	1414.85
Cifras Revisadas	2021	11	Exportación	8487909900	Kg	CZE	47	4	6.23	48941	2315.04
Cifras Revisadas	2021	11	Exportación	8487909900	Kg	ARG	47	4	135.448	333138	16039.62
Cifras Revisadas	2021	11	Exportación	8487909900	Kg	USA	44	7	1.437	2231	106.93
Cifras Revisadas	2021	11	Exportación	8487909900	Kg	USA	23	7	5045.507	8062603	385626.36
Cifras Revisadas	2021	11	Exportación	8487909900	Kg	NIC	37	7	66.896	131795	6489.24
Cifras Revisadas	2021	11	Exportación	8487909900	Kg	JPN	16	1	26.5	57790	2783.34
Cifras Revisadas	2021	11	Exportación	8487909900	Kg	IRQ	52	4	0.42	143693	6999.28
Cifras Revisadas	2021	11	Exportación	8487909900	Kg	ECU	16	1	1.416	1641	79.78
Cifras Revisadas	2021	11	Exportación	8487909900	Kg	GBR	24	7	193	59021	2786.09
Cifras Revisadas	2021	11	Exportación	8501101004	Pza	USA	17	7	57081	77776038	3782220.43
Cifras Revisadas	2021	11	Exportación	8501101004	Pza	USA	64	4	57	9646	462.05
Cifras Revisadas	2021	11	Exportación	8501101004	Pza	BRA	43	1	24802	5917301	280727.85
Cifras Revisadas	2021	11	Exportación	8517610100	Pza	NZL	48	4	14	127036	6089.99
Cifras Revisadas	2021	11	Exportación	8517621701	Pza	ZYA	52	4	3	123625	5969.17
Cifras Revisadas	2021	11	Exportación	8517621701	Pza	SLV	52	4	2	10820	510.12
Cifras Revisadas	2021	11	Exportación	8517621701	Pza	COL	16	1	6	1384	66.66
Cifras Revisadas	2021	11	Exportación	8517621702	Pza	NIC	37	7	5	1006	47.43
Cifras Revisadas	2021	11	Exportación	8517621702	Pza	POL	48	4	5	74947	3687.16
Cifras Revisadas	2021	11	Exportación	8517621702	Pza	JPN	47	4	3	6864	329.87
Cifras Revisadas	2021	11	Exportación	8517621702	Pza	DEU	52	4	22	561236	26048.02
Cifras Revisadas	2021	11	Exportación	8517621702	Pza	CYM	81	1	4	6606	316.69
Cifras Revisadas	2021	11	Exportación	8517621702	Pza	CRI	47	4	2	5073	249.58
Cifras Revisadas	2021	11	Exportación	8517621702	Pza	CHL	47	4	12	71420	3406.46
Cifras Revisadas	2021	11	Exportación	8517621702	Pza	CHE	48	4	25	245824	11786.89
Cifras Revisadas	2021	11	Exportación	8517621702	Pza	BRA	47	4	178	385241	18571.36
Cifras Revisadas	2021	11	Exportación	8517621702	Pza	FRA	48	4	6	212148	10308.36
Cifras Revisadas	2021	11	Exportación	8517701100	Pza	USA	52	4	146	1177978	56608.52
Cifras Revisadas	2021	11	Exportación	8517701100	Pza	ZYA	47	4	38	911199	43837.5
Cifras Revisadas	2021	11	Exportación	8517701100	Pza	TUR	48	4	53	2507356	119607.5
Cifras Revisadas	2021	11	Exportación	8517701200	Pza	KOR	47	4	8	482264	23491.04
Cifras Revisadas	2021	11	Exportación	8517701200	Pza	MAR	48	4	4	228610	11010.56
Cifras Revisadas	2021	11	Exportación	8517701200	Pza	MYS	47	4	285	314349	15358.22
Cifras Revisadas	2021	11	Exportación	8517701200	Pza	UZB	48	4	4	137253	6705.02
Cifras Revisadas	2021	11	Exportación	8517701200	Pza	ARG	47	4	211	16027	771.91
Cifras Revisadas	2021	11	Exportación	8517701200	Pza	AUS	48	4	1366	2938143	140955.98
Cifras Revisadas	2021	11	Exportación	8517701200	Pza	CHL	16	1	780	8383834	403909.91
Cifras Revisadas	2021	11	Exportación	8517701200	Pza	CHL	48	4	798	17799592	868358.11
Cifras Revisadas	2021	11	Exportación	8517701200	Pza	CHN	16	1	33	1016094	48169.01
Cifras Revisadas	2021	11	Exportación	8517701200	Pza	HKG	16	1	176	11643577	570310.77
Cifras Revisadas	2021	11	Exportación	8517709901	Kg	KOR	48	4	71.538	66304	3187.63
Cifras Revisadas	2021	11	Exportación	8517709901	Kg	FIN	48	4	50.86	119793	5742.77
Cifras Revisadas	2021	11	Exportación	8517709901	Kg	PRI	47	4	1	36315	1745.11
Cifras Revisadas	2021	11	Exportación	8517709901	Kg	USA	48	4	51.17	27015	1273.65
Cifras Revisadas	2021	11	Exportación	8517709902	Kg	CHN	16	1	1879.81	709551	34055.4
Cifras Revisadas	2021	11	Exportación	8517709999	Kg	CHN	47	4	6.3	62596	3057.91
Cifras Revisadas	2021	11	Exportación	8517709999	Kg	BRB	48	4	59.204	19149	944.08
Cifras Revisadas	2021	11	Exportación	8517709999	Kg	DOM	48	4	9	1487	71.87
Cifras Revisadas	2021	11	Exportación	8517709999	Kg	MYS	47	4	3	467492	23048.12
Cifras Revisadas	2021	11	Exportación	8517709999	Kg	IRL	48	4	3.15	559	27.31
Cifras Revisadas	2021	11	Exportación	8517709999	Kg	HUN	48	4	211.5	23581	1152.25
Cifras Revisadas	2021	11	Importación	8518210201	Pza	DEU	43	1	28	316927	15617.08
Cifras Revisadas	2021	11	Importación	8518210201	Pza	USA	7	7	112	6763	324.8
Cifras Revisadas	2021	11	Importación	8518210201	Pza	CHN	24	7	419	412696	19353.9
Cifras Revisadas	2021	11	Importación	8518210202	Pza	USA	33	7	5150	9018916	437394.73
Cifras Revisadas	2021	11	Importación	8518210202	Pza	CHN	44	7	2	3860	185.26
Cifras Revisadas	2021	11	Importación	8518210299	Pza	AUT	47	4	9	42191	2050.91
Cifras Revisadas	2021	11	Importación	8518210299	Pza	BGR	48	4	30	2281	111.46
Cifras Revisadas	2021	11	Importación	8518900100	Kg	CHN	51	1	302	20556	1011.29
Cifras Revisadas	2021	11	Importación	8518909901	Pza	CHN	80	7	27	7298	351.16
Cifras Revisadas	2021	11	Importación	8518909901	Pza	GBR	7	7	3000	4376	208.75
Cifras Revisadas	2021	11	Importación	8518909901	Pza	HUN	81	1	12384	200752	9726.53
Cifras Revisadas	2021	11	Importación	8518909901	Pza	HUN	7	7	1000	68970	3363.21
Cifras Revisadas	2021	11	Importación	8518909901	Pza	USA	24	7	49614	4182294	200575.91
Cifras Revisadas	2021	11	Importación	8518909901	Pza	USA	43	1	1	165	8.17
Cifras Revisadas	2021	11	Importación	8518909999	Pza	USA	39	7	3600	344406	16775.99
Cifras Revisadas	2021	11	Importación	8518909999	Pza	USA	65	4	114	206249	10018.63
Cifras Revisadas	2021	11	Importación	8518909999	Pza	KOR	39	7	6000	1323440	61739.99
Cifras Revisadas	2021	11	Importación	8518909999	Pza	KOR	16	1	14	7176	342.93
Cifras Revisadas	2021	11	Importación	8518909999	Pza	HKG	47	4	16	32339	1568.01
Cifras Revisadas	2021	11	Importación	8518909999	Pza	CHN	40	7	4676932	68117342	3249299.16
