ESTATUS	ANIO	MES	TIPO	FRACCION	UMED	PAIS_O_D	ADUANA	MTRA	CANTIDAD	VAL_MNX	VAL_USD
Cifras Revisadas	2021	11	Importación	8202100100	Kg	KOR	73	7	6.4	2734	133.01
Cifras Revisadas	2021	11	Importación	8202100100	Kg	ESP	43	1	55.4	24010	1173.21
Cifras Revisadas	2021	11	Exportación	8202100100	Kg	CRI	37	7	1269.97	233661	11393.2
Cifras Revisadas	2021	11	Exportación	8202100100	Kg	HTI	43	1	117.391	20527	986.44
Cifras Revisadas	2021	11	Exportación	8202100100	Kg	SLV	37	7	446.34	90654	4364.85
Cifras Revisadas	2021	11	Importación	8202100400	Kg	CHN	23	7	12.49	3203	153.59
Cifras Revisadas	2021	11	Exportación	8202100400	Kg	CRI	43	1	57.907	8718	428.92
Cifras Revisadas	2021	11	Exportación	8202100400	Kg	NIC	37	7	548.162	52959	2552.87
Cifras Revisadas	2021	11	Exportación	8202100400	Kg	PRY	43	1	235.738	21955	1072.6
Cifras Revisadas	2021	11	Importación	8202100400	Kg	TWN	7	7	1.714	634	30.64
Cifras Revisadas	2021	11	Importación	8202109900	Kg	USA	24	7	52.241	13146	635.69
Cifras Revisadas	2021	11	Importación	8202109900	Kg	USA	40	7	49.87	11262	538.89
Cifras Revisadas	2021	11	Importación	8202200100	Kg	USA	19	7	1769.693	530906	25840.01
Cifras Revisadas	2021	11	Importación	8202200100	Kg	USA	39	7	3	5239	253.2
Cifras Revisadas	2021	11	Importación	8202200100	Kg	TWN	30	7	35	13860	666.05
Cifras Revisadas	2021	11	Importación	8202200100	Kg	TWN	23	7	49.362	67650	3300.01
Cifras Revisadas	2021	11	Importación	8202200100	Kg	DEU	17	7	608.844	261036	12633.88
Cifras Revisadas	2021	11	Importación	8202310100	Kg	JPN	51	1	9.419	18279	905.4
Cifras Revisadas	2021	11	Importación	8202310100	Kg	ITA	80	7	5.71	5961	288.88
Cifras Revisadas	2021	11	Importación	8202310100	Kg	USA	52	4	1.33	42422	2033.67
Cifras Revisadas	2021	11	Importación	8202310100	Kg	DEU	17	7	6.25	10194	498.67
Cifras Revisadas	2021	11	Importación	8202319900	Kg	CHN	23	7	11.79	5040	231
Cifras Revisadas	2021	11	Importación	8202319900	Kg	ITA	47	4	1.008	1189	58.08
Cifras Revisadas	2021	11	Importación	8202390100	Kg	USA	7	7	91.404	265071	12759.14
Cifras Revisadas	2021	11	Importación	8202390100	Kg	DEU	40	7	107.851	117975	5669.04
Cifras Revisadas	2021	11	Importación	8202390200	Kg	CHN	39	7	3.67	1707	82.35
Cifras Revisadas	2021	11	Importación	8202390200	Kg	CHN	51	1	14221.05	4515471	219868.85
Cifras Revisadas	2021	11	Importación	8202390200	Kg	CHN	65	4	22.56	26589	1289.21
Cifras Revisadas	2021	11	Importación	8203109999	Pza	PRT	47	4	24	3968	192.58
Cifras Revisadas	2021	11	Importación	8203109999	Pza	POL	19	7	12	1230	59.98
Cifras Revisadas	2021	11	Importación	8203109999	Pza	KOR	11	1	100	15549	721.66
Cifras Revisadas	2021	11	Importación	8203200100	Kg	USA	24	6	0.129	226	11.12
Cifras Revisadas	2021	11	Importación	8203200100	Kg	PAK	7	7	0.041	273	13.34
Cifras Revisadas	2021	11	Importación	8203200100	Kg	CZE	19	7	2	148	7.23
Cifras Revisadas	2021	11	Importación	8203209900	Pza	CHE	80	7	37	13897	669.87
Cifras Revisadas	2021	11	Importación	8203209900	Pza	USA	47	4	48	93643	4524.03
Cifras Revisadas	2021	11	Importación	8203209900	Pza	TWN	39	7	7	3446	165.35
Cifras Revisadas	2021	11	Importación	8203209900	Pza	TWN	16	1	73819	4842365	237072
Cifras Revisadas	2021	11	Importación	8203209900	Pza	SWE	40	7	52	63354	3086.93
Cifras Revisadas	2021	11	Importación	8203209900	Pza	SWE	47	4	98	114497	5537.33
Cifras Revisadas	2021	11	Importación	8203209900	Pza	ARG	24	7	4	2222	109.55
Cifras Revisadas	2021	11	Importación	8203209900	Pza	AUT	47	4	6	2184	104.96
Cifras Revisadas	2021	11	Importación	8203209900	Pza	CHE	39	7	299	386281	18693.01
Cifras Revisadas	2021	11	Importación	8203209900	Pza	VNM	17	7	131	42710	2059.32
Cifras Revisadas	2021	11	Importación	8203209900	Pza	CHN	24	7	19117	1391583	67358.21
Cifras Revisadas	2021	11	Importación	8203209900	Pza	CHN	27	7	170	47919	2304.28
Cifras Revisadas	2021	11	Importación	8203209900	Pza	DEU	65	4	694	241367	11943.5
Cifras Revisadas	2021	11	Importación	8203209900	Pza	DEU	2	7	9	61909	2878.06
Cifras Revisadas	2021	11	Importación	8203209900	Pza	DEU	27	7	10	5190	240.88
Cifras Revisadas	2021	11	Importación	8203209900	Pza	FRA	30	7	4	9830	468.9
Cifras Revisadas	2021	11	Importación	8203209900	Pza	GBR	30	7	3	1474	72.01
Cifras Revisadas	2021	11	Importación	8203209900	Pza	ITA	52	4	4	515	25.51
Cifras Revisadas	2021	11	Importación	8203209900	Pza	PAK	39	7	44	14185	682.96
Cifras Revisadas	2021	11	Importación	8203300100	Pza	DEU	43	1	3	4527	222.94
Cifras Revisadas	2021	11	Importación	8203300100	Pza	DEU	48	4	11	22853	1095.86
Cifras Revisadas	2021	11	Importación	8203300100	Pza	TWN	80	7	432	52048	2531.33
Cifras Revisadas	2021	11	Importación	8203400300	Pza	DEU	47	4	35	28656	1408.72
Cifras Revisadas	2021	11	Importación	8203409901	Pza	FRA	24	7	6	6518	298.74
Cifras Revisadas	2021	11	Importación	8203409901	Pza	USA	80	7	15	7088	346.65
Cifras Revisadas	2021	11	Importación	8204110100	Kg	CHN	81	1	65	1013	49.99
Cifras Revisadas	2021	11	Importación	8204110100	Kg	CHN	48	4	30.119	3107	147.87
Cifras Revisadas	2021	11	Importación	8204110100	Kg	USA	64	4	1.57	17476	834.96
Cifras Revisadas	2021	11	Importación	8204110100	Kg	TWN	65	4	0.78	1603	78.17
Cifras Revisadas	2021	11	Importación	8204110100	Kg	ITA	40	7	1	1425	68.39
Cifras Revisadas	2021	11	Importación	8204110100	Kg	ITA	64	4	1.17	5829	286.78
Cifras Revisadas	2021	11	Importación	8204110100	Kg	GBR	30	7	1.5	5091	250.46
Cifras Revisadas	2021	11	Importación	8204110100	Kg	DEU	19	7	1.656	3736	179.53
Cifras Revisadas	2021	11	Importación	8204110100	Kg	CHN	7	7	16.622	9959	473.29
Cifras Revisadas	2021	11	Importación	8204110100	Kg	CHN	40	7	192.462	55127	2571.95
Cifras Revisadas	2021	11	Importación	8204110200	Kg	KOR	16	1	3.9	12911	623.99
Cifras Revisadas	2021	11	Importación	8204110200	Kg	CHN	47	4	10.86	1972	97.66
Cifras Revisadas	2021	11	Importación	8204119900	Kg	ARG	47	4	59.2	20622	999.07
Cifras Revisadas	2021	11	Importación	8204209900	Kg	CHN	17	7	10.954	4957	239.64
Cifras Revisadas	2021	11	Importación	8204209900	Kg	TWN	52	4	15.342	4382	216.66
Cifras Revisadas	2021	11	Importación	8204209900	Kg	JPN	40	7	39.721	274696	13165.6
Cifras Revisadas	2021	11	Importación	8204209900	Kg	TWN	30	7	605.472	248956	12051.58
Cifras Revisadas	2021	11	Importación	8205100100	Pza	IND	30	7	2	617	29.62
Cifras Revisadas	2021	11	Importación	8205100100	Pza	KOR	51	1	1	1679	82.04
Cifras Revisadas	2021	11	Importación	8205109901	Pza	KOR	51	1	5	520	25.64
Cifras Revisadas	2021	11	Importación	8205109901	Pza	USA	47	4	3	2728	127.26
Cifras Revisadas	2021	11	Importación	8205109901	Pza	USA	40	7	38	27059	1273.57
Cifras Revisadas	2021	11	Importación	8205109999	Pza	POL	30	7	5	3317	159.4
Cifras Revisadas	2021	11	Importación	8205109999	Pza	IND	24	7	3	4920	239.65
Cifras Revisadas	2021	11	Importación	8205200100	Pza	TWN	30	7	16	5326	259.63
Cifras Revisadas	2021	11	Importación	8205200100	Pza	BRA	81	1	11	1903	92.27
Cifras Revisadas	2021	11	Importación	8205200100	Pza	USA	17	7	230	157252	7587.09
Cifras Revisadas	2021	11	Importación	8205200100	Pza	USA	27	7	56	64326	3125.65
Cifras Revisadas	2021	11	Importación	8205200100	Pza	GBR	80	7	4	1750	86.1
Cifras Revisadas	2021	11	Importación	8205200100	Pza	USA	2	7	7	2717	132.55
Cifras Revisadas	2021	11	Importación	8205309900	Pza	CHN	80	7	2	351	16.37
Cifras Revisadas	2021	11	Importación	8205400100	Pza	DEU	24	7	11	7203	346.17
Cifras Revisadas	2021	11	Importación	8205400100	Pza	JPN	40	7	2	12318	600.01
Cifras Revisadas	2021	11	Importación	8205400100	Pza	TWN	19	7	117	34589	1687.9
Cifras Revisadas	2021	11	Importación	8205409900	Pza	VNM	17	7	3	569	27.75
Cifras Revisadas	2021	11	Importación	8205409900	Pza	VNM	43	1	17	244	11.73
Cifras Revisadas	2021	11	Importación	8205409900	Pza	USA	24	7	12536	989347	47786.63
Cifras Revisadas	2021	11	Importación	8205409900	Pza	TWN	7	7	14630	375273	18139.12
Cifras Revisadas	2021	11	Importación	8205409900	Pza	POL	23	7	77	6553	318.73
Cifras Revisadas	2021	11	Importación	8205409900	Pza	POL	7	7	249	23644	1152.19
Cifras Revisadas	2021	11	Importación	8205409900	Pza	JPN	27	7	28	754	34.99
Cifras Revisadas	2021	11	Importación	8205409900	Pza	ESP	52	4	3	441	20.91
Cifras Revisadas	2021	11	Importación	8205409900	Pza	ESP	47	4	90	7341	344.22
Cifras Revisadas	2021	11	Importación	8205409900	Pza	DEU	19	7	43	8161	395.07
Cifras Revisadas	2021	11	Importación	8205409900	Pza	DEU	48	4	137	62604	3028.84
Cifras Revisadas	2021	11	Importación	8205409900	Pza	CZE	80	7	113	51233	2442.68
Cifras Revisadas	2021	11	Importación	8205409900	Pza	CZE	24	7	204	65823	3225.83
Cifras Revisadas	2021	11	Importación	8205409900	Pza	CHN	19	7	11544	216717	10669.19
Cifras Revisadas	2021	11	Importación	8205409900	Pza	CHN	47	4	1667	24901	1223.02
Cifras Revisadas	2021	11	Importación	8205409900	Pza	BRA	43	1	444	4311	210.22
Cifras Revisadas	2021	11	Importación	8205409900	Pza	USA	40	7	7713	397077	19210.64
Cifras Revisadas	2021	11	Importación	8205510200	Pza	TWN	39	7	7	925	44.73
Cifras Revisadas	2021	11	Importación	8205510200	Pza	CHN	19	7	1	2238	109.01
Cifras Revisadas	2021	11	Importación	8205519901	Pza	CHE	19	7	24	4520	220.81
Cifras Revisadas	2021	11	Importación	8205519901	Pza	CHN	51	1	14436	315788	15543.72
Cifras Revisadas	2021	11	Importación	8205519901	Pza	GBR	24	7	12	18938	893.74
Cifras Revisadas	2021	11	Importación	8205519999	Pza	USA	40	7	617	42059	2027.65
Cifras Revisadas	2021	11	Importación	8205519999	Pza	CHN	20	1	12000	8116	390.02
Cifras Revisadas	2021	11	Importación	8205519999	Pza	CHN	28	4	18	2320	114.14
Cifras Revisadas	2021	11	Importación	8205519999	Pza	DEU	80	7	6	602	29.41
Cifras Revisadas	2021	11	Importación	8205590800	Pza	TWN	40	7	14	9709	469
Cifras Revisadas	2021	11	Importación	8205590800	Pza	CHN	28	1	22	903	44.16
Cifras Revisadas	2021	11	Importación	8205590800	Pza	TWN	43	1	2	1552	76.89
Cifras Revisadas	2021	11	Importación	8205590900	Pza	DEU	40	7	1	687	32.93
Cifras Revisadas	2021	11	Importación	8205591000	Pza	CHN	80	7	129	7649	374.63
Cifras Revisadas	2021	11	Importación	8205591000	Pza	DEU	7	7	4	78	3.77
Cifras Revisadas	2021	11	Importación	8205591000	Pza	USA	19	7	1	955	46.57
Cifras Revisadas	2021	11	Importación	8205591000	Pza	CHN	39	7	3	2557	119.63
Cifras Revisadas	2021	11	Exportación	8205599906	Pza	USA	24	7	48	2587	124.01
Cifras Revisadas	2021	11	Importación	8205599999	Pza	BRA	47	4	25	26514	1278.16
Cifras Revisadas	2021	11	Importación	8205599999	Pza	CHE	81	1	23	148571	7247.58
Cifras Revisadas	2021	11	Importación	8205599999	Pza	CHE	30	7	3	10562	498.86
Cifras Revisadas	2021	11	Importación	8205599999	Pza	CHN	52	4	81	7936	391.57
Cifras Revisadas	2021	11	Importación	8205599999	Pza	CHN	2	7	1	2662	130.96
Cifras Revisadas	2021	11	Importación	8205599999	Pza	CHN	40	7	60397	1048050	50345.65
Cifras Revisadas	2021	11	Importación	8205599999	Pza	CZE	23	7	5	6169	300.48
Cifras Revisadas	2021	11	Importación	8205599999	Pza	DEU	47	4	1230	873662	42162.61
Cifras Revisadas	2021	11	Importación	8205599999	Pza	FIN	47	4	5	13400	645.5
Cifras Revisadas	2021	11	Importación	8205599999	Pza	FRA	28	1	6	714	35.36
Cifras Revisadas	2021	11	Importación	8205599999	Pza	GBR	40	4	1	1829	88.68
Cifras Revisadas	2021	11	Importación	8205599999	Pza	GBR	17	7	6	276199	13256.42
Cifras Revisadas	2021	11	Importación	8205599999	Pza	IND	30	7	260	42066	2012.8
Cifras Revisadas	2021	11	Importación	8205599999	Pza	USA	80	7	3436	1574321	76596.84
Cifras Revisadas	2021	11	Importación	8205599999	Pza	ITA	27	7	6	3124	149.99
Cifras Revisadas	2021	11	Importación	8205599999	Pza	JPN	19	7	58	7178	343.35
Cifras Revisadas	2021	11	Importación	8205599999	Pza	KHM	40	7	19	1359	66.86
Cifras Revisadas	2021	11	Importación	8205599999	Pza	SWE	19	7	1	7982	384.44
Cifras Revisadas	2021	11	Importación	8205599999	Pza	THA	40	7	17	1718	83.29
Cifras Revisadas	2021	11	Importación	8205599999	Pza	UKR	19	7	1	1676	80.47
Cifras Revisadas	2021	11	Exportación	8205599999	Pza	NIC	37	7	7623	444063	20870.9
Cifras Revisadas	2021	11	Importación	8205700300	Pza	CHE	65	4	52	499121	24728.91
Cifras Revisadas	2021	11	Importación	8205709901	Pza	IND	24	7	14	8312	399.65
Cifras Revisadas	2021	11	Importación	8205709901	Pza	USA	19	7	518	171789	8258.74
Cifras Revisadas	2021	11	Exportación	8205709901	Pza	COL	43	1	90	76165	3747.27
Cifras Revisadas	2021	11	Exportación	8205709901	Pza	ECU	16	1	20	26705	1309.01
Cifras Revisadas	2021	11	Exportación	8205709901	Pza	PRI	43	1	5	1738	82.91
Cifras Revisadas	2021	11	Importación	8205709901	Pza	IND	33	7	2	1666	79.98
Cifras Revisadas	2021	11	Importación	8205709902	Pza	GBR	47	4	15	20777	991.12
Cifras Revisadas	2021	11	Importación	8205709902	Pza	USA	48	4	25	27931	1359.63
Cifras Revisadas	2021	11	Importación	8205709902	Pza	USA	80	7	1548	1154682	55897.85
Cifras Revisadas	2021	11	Importación	8205709902	Pza	CHN	40	7	91	30347	1468.23
Cifras Revisadas	2021	11	Importación	8205709999	Pza	USA	30	7	52	12528	617.19
Cifras Revisadas	2021	11	Importación	8205709999	Pza	USA	52	4	8	3426	159.01
Cifras Revisadas	2021	11	Importación	8205709999	Pza	FRA	47	4	14	79226	3835.59
Cifras Revisadas	2021	11	Importación	8205900500	Pza	USA	7	7	36	2804	136.58
Cifras Revisadas	2021	11	Importación	8205900500	Pza	CHN	40	7	10	18558	896.9
Cifras Revisadas	2021	11	Importación	8205900500	Pza	ESP	47	4	32	3438	166.26
Cifras Revisadas	2021	11	Importación	8206000100	Kg	CHE	43	1	1398.405	3514653	172918.4
Cifras Revisadas	2021	11	Importación	8206000100	Kg	CHN	19	7	74.6	15848	762.52
Cifras Revisadas	2021	11	Importación	8206000100	Kg	CHN	30	7	87.922	51480	2485.78
Cifras Revisadas	2021	11	Importación	8206000100	Kg	CHN	40	7	1263.429	201908	9816.96
Cifras Revisadas	2021	11	Importación	8209000100	Kg	JPN	80	7	3.409	52485	2459.19
Cifras Revisadas	2021	11	Importación	8209000100	Kg	ISR	17	7	115.212	848580	40292.04
Cifras Revisadas	2021	11	Importación	8209000100	Kg	ESP	48	4	0.2	74370	3626.53
Cifras Revisadas	2021	11	Importación	8209000100	Kg	KOR	17	7	9.219	170269	8227.5
Cifras Revisadas	2021	11	Importación	8211910100	Pza	CHN	47	4	206	7024	331.22
Cifras Revisadas	2021	11	Importación	8211910100	Pza	THA	24	7	6	3000	137.5
Cifras Revisadas	2021	11	Importación	8211910100	Pza	ESP	43	1	6501	108147	5295.45
Cifras Revisadas	2021	11	Importación	8211910100	Pza	CHN	30	7	298	7785	374.25
Cifras Revisadas	2021	11	Importación	8211920100	Pza	DEU	7	7	12	7000	345.11
Cifras Revisadas	2021	11	Importación	8211920100	Pza	BRA	43	1	120	19110	927.49
Cifras Revisadas	2021	11	Importación	8211929900	Kg	CHN	48	4	10.277	649	32.11
Cifras Revisadas	2021	11	Importación	8211929900	Kg	TWN	7	7	17	12684	608.32
Cifras Revisadas	2021	11	Importación	8211929900	Kg	USA	19	7	235.8	302688	14516.41
Cifras Revisadas	2021	11	Importación	8211929900	Kg	USA	17	7	90.27	170966	8381.81
Cifras Revisadas	2021	11	Importación	8211929900	Kg	USA	7	7	74.501	130661	6333.14
Cifras Revisadas	2021	11	Importación	8211929900	Kg	TWN	24	7	90.814	106438	5152.13
Cifras Revisadas	2021	11	Importación	8211929900	Kg	SWE	47	4	1.5	193	9.37
Cifras Revisadas	2021	11	Importación	8211929900	Kg	JPN	40	7	25.566	34796	1669.81
Cifras Revisadas	2021	11	Importación	8211929900	Kg	JPN	19	7	10	8673	413.49
Cifras Revisadas	2021	11	Importación	8211929900	Kg	ISR	7	7	0.544	1460	69.99
Cifras Revisadas	2021	11	Importación	8211929900	Kg	DEU	80	7	0.299	965	47.8
Cifras Revisadas	2021	11	Importación	8211929900	Kg	DEU	53	1	7	17234	839.47
Cifras Revisadas	2021	11	Importación	8211929900	Kg	CHN	73	7	165.9	72826	3469.34
Cifras Revisadas	2021	11	Importación	8211930100	Pza	THA	17	7	1	307	14.75
Cifras Revisadas	2021	11	Importación	8211930100	Pza	USA	28	1	6	236	11.53
Cifras Revisadas	2021	11	Importación	8211930100	Pza	CHN	33	7	5	267	13.01
Cifras Revisadas	2021	11	Importación	8211930100	Pza	DEU	19	7	126	38152	1792.34
Cifras Revisadas	2021	11	Importación	8211930100	Pza	BRA	43	1	1536	41436	2044.74
Cifras Revisadas	2021	11	Importación	8211940100	Pza	USA	30	7	18823	196275	9450.07
Cifras Revisadas	2021	11	Importación	8211940100	Pza	GBR	7	7	20	375	18
Cifras Revisadas	2021	11	Importación	8211940100	Pza	DEU	30	7	4121	45995	2234.75
Cifras Revisadas	2021	11	Importación	8211940100	Pza	KOR	40	7	200	323	15.78
Cifras Revisadas	2021	11	Importación	8211940100	Pza	CHN	80	7	243	11059	533.48
Cifras Revisadas	2021	11	Importación	8212109900	Pza	USA	47	9	1	144	6.99
Cifras Revisadas	2021	11	Importación	8212109900	Pza	GBR	24	7	15	7141	345.91
Cifras Revisadas	2021	11	Importación	8212109900	Pza	CHN	11	1	9624	6650	324.94
Cifras Revisadas	2021	11	Importación	8212109900	Pza	CHN	33	7	2010	7324	347.89
Cifras Revisadas	2021	11	Importación	8212109900	Pza	VNM	19	7	397440	1966109	95040.02
Cifras Revisadas	2021	11	Importación	8212909900	Kg	CHN	16	1	457.26	49743	2450.08
Cifras Revisadas	2021	11	Importación	8212909900	Kg	USA	30	7	25	40	1.97
Cifras Revisadas	2021	11	Importación	8213000100	Pza	PRI	27	7	120	16154	756.03
Cifras Revisadas	2021	11	Importación	8213000100	Pza	PAK	23	7	303	28802	1404.04
Cifras Revisadas	2021	11	Importación	8213000100	Pza	KOR	11	1	13	1524	71.64
Cifras Revisadas	2021	11	Importación	8213000100	Pza	ITA	23	7	69	19150	920.2
Cifras Revisadas	2021	11	Importación	8213000100	Pza	GBR	65	4	4	2152	103.16
Cifras Revisadas	2021	11	Importación	8213000100	Pza	CHN	17	7	979	183329	8671.93
Cifras Revisadas	2021	11	Importación	8213000100	Pza	CHN	48	4	500	20414	997.5
Cifras Revisadas	2021	11	Exportación	8213000100	Pza	URY	43	1	108	5481	267.2
Cifras Revisadas	2021	11	Importación	8213000100	Pza	TWN	80	7	202	42768	2072.12
Cifras Revisadas	2021	11	Exportación	8213000100	Pza	COL	51	1	1794	80942	3943.86
Cifras Revisadas	2021	11	Exportación	8213000100	Pza	CUB	53	4	15	467	22.64
Cifras Revisadas	2021	11	Importación	8214100201	Kg	DEU	47	4	0.25	235	11.39
Cifras Revisadas	2021	11	Importación	8214100201	Kg	CHN	7	7	20	456	21.91
Cifras Revisadas	2021	11	Importación	8214100299	Kg	USA	17	7	1	8751	420.01
Cifras Revisadas	2021	11	Importación	8214100299	Kg	USA	80	7	25	19758	931.51
Cifras Revisadas	2021	11	Exportación	8214100299	Kg	CAN	40	7	10.32	5749	275.82
Cifras Revisadas	2021	11	Exportación	8214200201	Kg	CUB	53	4	6.2	6317	308.6
Cifras Revisadas	2021	11	Importación	8214200299	Kg	CHN	43	1	42.3	13272	647.71
Cifras Revisadas	2021	11	Importación	8214200299	Kg	CHE	43	1	7.811	19562	962.44
Cifras Revisadas	2021	11	Exportación	8214200299	Kg	SLV	37	7	124.27	38104	1853.6
Cifras Revisadas	2021	11	Exportación	8214200299	Kg	CHN	16	1	4.16	531	25.58
Cifras Revisadas	2021	11	Importación	8214200299	Kg	DEU	53	1	1	176	8.57
Cifras Revisadas	2021	11	Importación	8214200299	Kg	PAK	47	4	274.5	207938	10149.02
Cifras Revisadas	2021	11	Importación	8214909900	Pza	TWN	40	7	247	12821	614.5
Cifras Revisadas	2021	11	Importación	8214909900	Pza	USA	19	7	3422	170549	8279.06
Cifras Revisadas	2021	11	Importación	8214909900	Pza	USA	33	7	4	1075	51.28
Cifras Revisadas	2021	11	Importación	8215200100	Kg	CHN	7	7	1660.53	25702	1216.45
Cifras Revisadas	2021	11	Importación	8215200100	Kg	CHN	30	7	62	7426	358.52
Cifras Revisadas	2021	11	Importación	8215200100	Kg	CHN	40	7	1096.997	226870	11080.89
Cifras Revisadas	2021	11	Importación	8215200100	Kg	FRA	24	7	2.93	7125	339.88
Cifras Revisadas	2021	11	Importación	8301200201	Kg	USA	73	7	3.02	3138	146.82
Cifras Revisadas	2021	11	Importación	8301200201	Kg	USA	80	7	21.856	46718	2279.73
Cifras Revisadas	2021	11	Importación	8301200201	Kg	USA	23	7	5	1884	91.35
Cifras Revisadas	2021	11	Importación	8301200299	Kg	IND	47	4	35.85	39870	1945.38
Cifras Revisadas	2021	11	Importación	8301200299	Kg	CAN	24	6	1469.126	64796	3033.1
Cifras Revisadas	2021	11	Importación	8301200299	Kg	CHN	11	1	21.3	12471	613.56
Cifras Revisadas	2021	11	Importación	8301200299	Kg	DEU	7	7	1.58	9591	466.1
Cifras Revisadas	2021	11	Importación	8301200299	Kg	ESP	47	4	6.472	26777	1323.1
Cifras Revisadas	2021	11	Importación	8301200299	Kg	TWN	51	1	496	204146	9833.35
Cifras Revisadas	2021	11	Importación	8301200299	Kg	KOR	24	7	4.081	5381	259.43
Cifras Revisadas	2021	11	Importación	8301200299	Kg	IND	81	1	1590.6	13151	632.26
Cifras Revisadas	2021	11	Importación	8301300100	Kg	TWN	7	7	1.814	5253	256.34
Cifras Revisadas	2021	11	Importación	8301300100	Kg	USA	7	7	188.943	208618	10022.98
Cifras Revisadas	2021	11	Importación	8301300100	Kg	USA	19	7	22.079	25786	1235.88
Cifras Revisadas	2021	11	Importación	8301300100	Kg	BRA	7	7	136.08	34320	1692.03
Cifras Revisadas	2021	11	Importación	8301300100	Kg	IND	64	4	23.4	28665	1410.3
Cifras Revisadas	2021	11	Importación	8301400100	Pza	SGP	48	4	393	264457	12920.06
Cifras Revisadas	2021	11	Importación	8301400100	Pza	TWN	51	1	21400	2664973	130900.95
Cifras Revisadas	2021	11	Importación	8301400100	Pza	PHL	73	7	42	12144	584.94
Cifras Revisadas	2021	11	Importación	8301400100	Pza	ITA	52	4	194	22872	1107.14
Cifras Revisadas	2021	11	Importación	8301400100	Pza	DEU	28	1	30	243328	11798.18
Cifras Revisadas	2021	11	Importación	8301400100	Pza	CHN	51	1	451611	29746251	1444648.88
Cifras Revisadas	2021	11	Importación	8301400100	Pza	CHE	52	4	3	31827	1538.65
Cifras Revisadas	2021	11	Importación	8301400100	Pza	CAN	40	7	2	4125	197.98
Cifras Revisadas	2021	11	Importación	8301400100	Pza	CAN	47	4	12	33098	1595.07
Cifras Revisadas	2021	11	Importación	8301400100	Pza	BRA	47	4	156	257274	12474.37
Cifras Revisadas	2021	11	Importación	8301400100	Pza	BEL	47	4	6	1817	89.98
Cifras Revisadas	2021	11	Importación	8301400100	Pza	BEL	43	1	225	125676	6121.67
Cifras Revisadas	2021	11	Importación	8301509900	Kg	CHN	7	7	0.1	1561	74.92
Cifras Revisadas	2021	11	Importación	8301509900	Kg	CHN	73	7	87.3	16413	755.01
Cifras Revisadas	2021	11	Importación	8301600201	Kg	ITA	43	1	98.1	187462	9000.35
Cifras Revisadas	2021	11	Importación	8301600299	Kg	ITA	53	4	1.4	5193	253.69
Cifras Revisadas	2021	11	Importación	8301600299	Kg	DEU	48	4	18.557	47164	2189.66
Cifras Revisadas	2021	11	Importación	8301600299	Kg	CHN	80	7	104.911	97574	4683.93
Cifras Revisadas	2021	11	Importación	8301600299	Kg	CAN	24	7	97050.566	4757676	229538.4
Cifras Revisadas	2021	11	Importación	8301600299	Kg	BRA	43	1	401.423	206065	10061.88
Cifras Revisadas	2021	11	Importación	8301600299	Kg	SWE	48	4	770.365	189947	9138.96
Cifras Revisadas	2021	11	Importación	8301600299	Kg	USA	17	7	4593.288	1412308	67822.39
Cifras Revisadas	2021	11	Importación	8301600299	Kg	TWN	17	7	6466.407	1744283	84118.63
Cifras Revisadas	2021	11	Importación	8301600299	Kg	SVK	43	1	270	155423	7533.07
Cifras Revisadas	2021	11	Importación	8301700201	Kg	TUR	24	7	2150	15518	749.98
Cifras Revisadas	2021	11	Importación	8301700201	Kg	THA	80	7	11.5	6663	322.51
Cifras Revisadas	2021	11	Importación	8301700201	Kg	USA	30	7	185.75	233837	11216.03
Cifras Revisadas	2021	11	Importación	8301700201	Kg	FIN	47	4	13.5	30648	1486.02
Cifras Revisadas	2021	11	Importación	8301700201	Kg	CHN	17	7	0.1	660	31.48
Cifras Revisadas	2021	11	Importación	8301700299	Kg	USA	47	4	1.378	5473	261.81
Cifras Revisadas	2021	11	Importación	8301700299	Kg	SWE	81	1	4.331	610	30.01
Cifras Revisadas	2021	11	Importación	8301700299	Kg	KOR	47	7	0.3	291	14.42
Cifras Revisadas	2021	11	Importación	8301700299	Kg	ITA	24	7	16.222	4313	205.6
Cifras Revisadas	2021	11	Importación	8301700299	Kg	USA	65	4	0.21	3411	164.28
Cifras Revisadas	2021	11	Importación	8301700299	Kg	IND	30	7	120	100357	4780.43
Cifras Revisadas	2021	11	Importación	8301700299	Kg	DEU	80	7	13.367	3367	164.01
Cifras Revisadas	2021	11	Importación	8301700299	Kg	CHN	48	4	4.242	55094	2691.28
Cifras Revisadas	2021	11	Importación	8301700299	Kg	ISR	47	4	7.24	74718	3683.73
Cifras Revisadas	2021	11	Importación	830210	NA	USA	23	6	6334.56	824668	37985.93
Cifras Revisadas	2021	11	Importación	8302100100	Kg	KOR	16	1	56858.1	9118579	439779.59
Cifras Revisadas	2021	11	Importación	8302100100	Kg	CHN	73	7	1.22	319	15.43
Cifras Revisadas	2021	11	Importación	8302100200	Kg	USA	23	7	11660.826	1536982	74099.28
Cifras Revisadas	2021	11	Importación	8302100200	Kg	IDN	16	1	0.551	664	31.94
Cifras Revisadas	2021	11	Importación	8302100200	Kg	CAN	34	7	1	310	14.46
Cifras Revisadas	2021	11	Importación	8302109900	Kg	CHN	11	1	54719.822	3115307	152150.91
Cifras Revisadas	2021	11	Importación	8302109900	Kg	CHE	47	4	3.2	38739	1905.93
